date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:47:08	162/162	---MCZ	200	added ('OK')	text/plain	etag:%224-1752614800;gz%22	https://bitrader.thetork.com/robots.txt		(from )
21:47:18	208705/208705	---M-Z	200	added ('OK')	text/html	etag:%222-1752613826;gz%22	https://bitrader.thetork.com/	F:/novareex/bitrader.thetork.com/index.html	(from )
21:47:20	10699/10699	---M-Z	200	added ('OK')	application/rss+xml	etag:%2201550b7cb41bdadcfa957e3f7b2b930b%22	https://bitrader.thetork.com/comments/feed/	F:/novareex/bitrader.thetork.com/comments/feed/index.html	(from https://bitrader.thetork.com/)
21:47:21	79733/79733	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jun%202025%2012:44:14%20GMT	https://bitrader.thetork.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontend.css?ver=2.4.3	F:/novareex/bitrader.thetork.com/wp-content/plugins/header-footer-elementor/inc/widgets-css/frontendb2da.css	(from https://bitrader.thetork.com/)
21:47:22	2947/2947	---M-Z	200	added ('OK')	text/css	date:Thu,%2026%20Jun%202025%2013:13:30%20GMT	https://bitrader.thetork.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1	F:/novareex/bitrader.thetork.com/wp-content/plugins/contact-form-7/includes/css/styles9b2d.css	(from https://bitrader.thetork.com/)
21:47:22	776/776	---M-Z	200	added ('OK')	text/css	date:Wed,%2020%20May%202020%2010:57:14%20GMT	https://bitrader.thetork.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=2.4.3	F:/novareex/bitrader.thetork.com/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementorb2da.css	(from https://bitrader.thetork.com/)
21:47:24	53422/53422	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Jul%202025%2013:42:58%20GMT	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.30.0	F:/novareex/bitrader.thetork.com/wp-content/plugins/elementor/assets/css/frontend.min415f.css	(from https://bitrader.thetork.com/)
21:47:24	22783/22783	---MCZ	200	added ('OK')	application/rss+xml	etag:%2201550b7cb41bdadcfa957e3f7b2b930b%22	https://bitrader.thetork.com/feed/	F:/novareex/bitrader.thetork.com/feed/index.html	(from https://bitrader.thetork.com/)
21:47:25	1164/1164	---M-Z	200	added ('OK')	text/css	date:Tue,%2006%20May%202025%2015:58:01%20GMT	https://bitrader.thetork.com/wp-content/uploads/elementor/css/post-7.css?ver=1746510240	F:/novareex/bitrader.thetork.com/wp-content/uploads/elementor/css/post-7896b.css	(from https://bitrader.thetork.com/)
21:47:25	600/600	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Jul%202025%2013:42:58%20GMT	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.30.0	F:/novareex/bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-heading.min415f.css	(from https://bitrader.thetork.com/)
21:47:26	254/254	---M--	200	added ('OK')	text/css	date:Tue,%2001%20Jul%202025%2013:42:58%20GMT	https://bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.30.0	F:/novareex/bitrader.thetork.com/wp-content/plugins/elementor/assets/css/widget-image.min415f.css	(from https://bitrader.thetork.com/)
21:47:27	30173/30173	---M-Z	200	added ('OK')	text/css	date:Tue,%2006%20May%202025%2015:58:01%20GMT	https://bitrader.thetork.com/wp-content/uploads/elementor/css/post-67.css?ver=1746510350	F:/novareex/bitrader.thetork.com/wp-content/uploads/elementor/css/post-67e613.css	(from https://bitrader.thetork.com/)
21:47:27	16119/16119	---M-Z	200	added ('OK')	text/css	date:Tue,%2006%20May%202025%2015:57:59%20GMT	https://bitrader.thetork.com/wp-content/uploads/elementor/css/post-367.css?ver=1746510240	F:/novareex/bitrader.thetork.com/wp-content/uploads/elementor/css/post-367896b.css	(from https://bitrader.thetork.com/)
21:47:27	1750/1750	---M-Z	200	added ('OK')	text/css	date:Tue,%2001%20Jul%202025%2012:21:44%20GMT	https://bitrader.thetork.com/wp-content/plugins/woo-smart-quick-view/assets/libs/slick/slick.css?ver=6.8.2	F:/novareex/bitrader.thetork.com/wp-content/plugins/woo-smart-quick-view/assets/libs/slick/slick6c2d.css	(from https://bitrader.thetork.com/)
